status,msrp_enabled,store_id,weight,color,image,options_container,qty,images,image_urls,is_qty_decimal,sku,use_config_enable_qty_increments,use_config_notify_stock_qty,msrp_display_actual_price_type,page_layout,tax_class_id,gift_message_available,short_description,attribute_set,stock_status_changed_automatically,size,type,thumbnail,store,product_type_id,use_config_manage_stock,meta_title,backorders,description,min_sale_qty,price,max_sale_qty,is_in_stock,is_decimal_divided,visibility,use_config_enable_qty_inc,min_qty,qty_increments,categories,manage_stock,enable_qty_increments,name,sizes,use_config_min_sale_qty,small_image,stock_status_changed_auto,websites,product_name,use_config_min_qty,use_config_max_sale_qty,use_config_qty_increments,has_options,use_config_backorders,image_paths
,Use config,0,1,Ivory,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000025863_NS1003462],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000025863_Ivory_14,1,1,Use config,No layout updates,,No,,ColorAndSize,0,14,,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Donna Ricco</H1>",,1,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,0,base,,1,1,1,0,1,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg
,Use config,0,1,Ivory,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000025863_NS1003462],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000025863_Ivory_10,1,1,Use config,No layout updates,,No,,ColorAndSize,0,10,,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Donna Ricco</H1>",,1,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,0,base,,1,1,1,0,1,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg
,Use config,0,1,,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000025863_NS1003462],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000025863,1,1,Use config,No layout updates,,No,,ColorAndSize,0,,,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,admin,simple,1,,0,"Sleeve: Short SleeveNeckline: CrewneckLength: 35.5inClosure: Back ZipFeatures: Belted, TexturedMaterial: Polyester, Lining: PolyesterImportedDry Cleanstyle #:1000025863",1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Donna Ricco</H1>",,1,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg,0,base,,1,1,1,0,1,full/35118d83a0a231479b5cd1d4398c46bae3948ac9.jpg
,Use config,0,1,18W,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021446_NS1003463],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000021446_18W,1,1,Use config,No layout updates,,No,,ColorOnly,0,,,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Onyx</H1>",,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,0,base,,1,1,1,0,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg
,Use config,0,1,16W,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021446_NS1003463],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000021446_16W,1,1,Use config,No layout updates,,No,,ColorOnly,0,,,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Onyx</H1>",,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,0,base,,1,1,1,0,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg
,Use config,0,1,20W,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021446_NS1003463],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000021446_20W,1,1,Use config,No layout updates,,No,,ColorOnly,0,,,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Onyx</H1>",,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,0,base,,1,1,1,0,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg
,Use config,0,1,22W,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021446_NS1003463],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000021446_22W,1,1,Use config,No layout updates,,No,,ColorOnly,0,,,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Onyx</H1>",,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,0,base,,1,1,1,0,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg
,Use config,0,1,14W,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021446_NS1003463],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000021446_14W,1,1,Use config,No layout updates,,No,,ColorOnly,0,,,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Onyx</H1>",,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,0,base,,1,1,1,0,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg
,Use config,0,1,,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021446_NS1003463],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000021446,1,1,Use config,No layout updates,,No,,ColorOnly,0,,,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,admin,simple,1,,0,"Sleeve: SleevelessNeckline: Scoop NeckLength: 35inClosure: Slip OnFeatures: Jacket IncludedMaterial: Polyester, Combination: Polyester/SpandexUSAHand Washstyle #:1000021446",1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Onyx</H1>",,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg,0,base,,1,1,1,0,1,full/ac5666e48bc1cd7513e08206eec1e0d25851bff7.jpg
,Use config,0,1,Black,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000023728_NS1003537],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000011073_Black_40,1,1,Use config,No layout updates,,No,,ColorAndSize,0,40,,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Premise Studio</H1>",,1,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,0,base,,1,1,1,0,1,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg
,Use config,0,1,Black,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000023728_NS1003537],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000011073_Black_44,1,1,Use config,No layout updates,,No,,ColorAndSize,0,44,,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Premise Studio</H1>",,1,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,0,base,,1,1,1,0,1,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg
,Use config,0,1,,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000023728_NS1003537],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000011073,1,1,Use config,No layout updates,,No,,ColorAndSize,0,,,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,admin,simple,1,,0,Length: 20inFeatures: Rib DetailMaterial: Rayon/Nylon/SpandexImportedMachine Washstyle #:1000023728,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Premise Studio</H1>",,1,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg,0,base,,1,1,1,0,1,full/ad072f2964752f8cc0d88a77f5364ba548f925f3.jpg
,Use config,0,1,Black,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021099_NS1003516],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000018625_Black_L,1,1,Use config,No layout updates,,No,,ColorAndSize,0,L,,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Madison 88</H1>",,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,0,base,,1,1,1,0,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg
,Use config,0,1,Black,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021099_NS1003516],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000018625_Black_M,1,1,Use config,No layout updates,,No,,ColorAndSize,0,M,,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Madison 88</H1>",,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,0,base,,1,1,1,0,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg
,Use config,0,1,Black,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021099_NS1003516],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000018625_Black_S,1,1,Use config,No layout updates,,No,,ColorAndSize,0,S,,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Madison 88</H1>",,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,0,base,,1,1,1,0,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg
,Use config,0,1,,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000021099_NS1003516],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000018625,1,1,Use config,No layout updates,,No,,ColorAndSize,0,,,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,admin,simple,1,,0,"Features: Feather, Stitching DetailMaterial: SeagrassImportedstyle #:1000021099",1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Madison 88</H1>",,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg,0,base,,1,1,1,0,1,full/a862a3a4c4bdd83b1518c46cccb1d6265192ad21.jpg
,Use config,0,1,Black,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666_Black_14,1,1,Use config,No layout updates,,No,,ColorAndSize,0,14,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,Black,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666_Black_6,1,1,Use config,No layout updates,,No,,ColorAndSize,0,6,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,Black,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666_Black_12,1,1,Use config,No layout updates,,No,,ColorAndSize,0,12,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,Black,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666_Black_8,1,1,Use config,No layout updates,,No,,ColorAndSize,0,8,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,Black,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666_Black_10,1,1,Use config,No layout updates,,No,,ColorAndSize,0,10,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,Black,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666_Black_4,1,1,Use config,No layout updates,,No,,ColorAndSize,0,4,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,Black,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666_Black_2,1,1,Use config,No layout updates,,No,,ColorAndSize,0,2,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,,1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000008510_NS1062297],ag[yes]&call=url[file:tjxrPRD2.chain]",0,1000011666,1,1,Use config,No layout updates,,No,,ColorAndSize,0,,,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,admin,simple,1,,0,"A printed babydoll dress with spaghetti straps and an open backSlips OnLength: 28in, taken from size smallModel's measurements: 5ft 9in height, 35in bust, 25in waist, 36in hipsModel is wearing size smallMaterial: Polyester, Lining: PolyesterMade in USADry Cleanstyle #:1000008510",1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Naven</H1>",,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg,0,base,,1,1,1,0,1,full/2deef2e9628e1ad262434137a2c50b0aba768b1b.jpg
,Use config,0,1,,full/49cccf6c6e000f8c724cd121392bf5d2ab58f51f.jpg,Product Info Column,,,"http://img.tjmaxx.com/tjx?set=DisplayName[e3],prd[1000019150_NS1003462],ag[no]&call=url[file:tjxrPRD2.chain]",0,1000018623,1,1,Use config,No layout updates,,No,,,0,,,full/49cccf6c6e000f8c724cd121392bf5d2ab58f51f.jpg,admin,simple,1,,0,"Sleeve: Short SleeveNeckline: CrewneckLength: 37inClosure: Zip UpFeatures: Textured, Bow Detail, Zipper DetailMaterial: PolyesterImportedDry Cleanstyle #:1000027269",1,,0,,0,,1,0,0,/tjmaxx/clearance/view all,0,0,"<H1 Class=""Product-Brand"">Taylor</H1>",,1,full/49cccf6c6e000f8c724cd121392bf5d2ab58f51f.jpg,0,base,,1,1,1,0,1,full/49cccf6c6e000f8c724cd121392bf5d2ab58f51f.jpg
